Item SKU,Store,Supplier,Cost per Unit ($),On Hand,Annual Demand
2942,80212,B,893.48,85,872
2942,80212,C,875.81,73,676
2942,80212,D,1122.57,63,589
2944,3480,B,1266.57,142,1302
2944,3480,C,1118.38,16,145
2944,31779,B,1712.99,196,1745
2944,80212,C,1771.91,27,270
2944,80212,D,1720.36,51,479
2945,3480,B,1134.87,194,1968
2945,3480,C,113.26,31,306
2945,1611,A,465.07,153,1399
2945,1611,B,661.77,90,966
2945,1611,D,1329.87,53,551
2945,31779,A,1104.1,95,854
2945,31779,B,1241.35,94,858
2952,3480,A,1148.66,80,741
2952,1611,A,1723.27,140,1196
2952,1611,B,99.71,154,1590
2952,1611,C,1398.96,159,1657
2952,1611,D,1585.4,63,569
2952,20109,B,1382.86,72,633
2952,31779,B,1801.43,199,2049
2952,80212,B,1703.44,32,335
2952,80212,C,614.26,83,736
2957,3480,B,775.61,166,1654
2957,3480,C,481.85,46,436
2957,1611,A,238.83,11,105
2957,1611,B,714.64,35,354
2957,1611,C,708.35,118,1079
2957,20109,A,34.45,60,584
2957,31779,A,1416.88,64,619
2957,80212,B,1182.27,188,1598
2960,20109,C,676.59,35,328
2960,31779,B,1004.63,90,868
2960,31779,C,11.43,67,657
2960,80212,A,1165.5,5,53
2960,80212,B,109.24,45,469
2960,80212,C,704.94,144,1398
2960,80212,D,12.55,130,1223
2963,3480,A,1712.23,192,1824
2963,1611,A,1865.4,197,1863
2963,20109,B,1123.3,34,308
2963,20109,C,672.02,59,615
2963,31779,A,272.65,48,516
2963,31779,B,630.2,128,1162
2963,31779,C,341.73,145,1289
2963,31779,D,458.27,56,475
2963,80212,A,264.83,180,1822
2963,80212,C,361.72,41,442
2972,3480,A,102.92,124,1106
2972,3480,D,770.98,10,105
2972,1611,A,1756.69,188,1928
2972,1611,B,1547.76,78,727
2972,1611,D,1825.36,129,1220
2972,20109,C,500.49,197,1776
2972,31779,B,381.52,98,900
2990,3480,A,1188.64,21,218
2990,3480,C,1340.49,91,920
2990,3480,D,417.56,128,1316
2990,1611,A,1000.01,145,1218
2990,1611,B,284.33,61,543
2990,1611,C,186.51,107,899
2990,1611,D,1180.55,137,1462
2990,20109,A,315.24,147,1525
2990,31779,A,287.75,65,699
2990,31779,B,1826.47,30,290
2990,31779,C,729.82,53,562
2990,80212,B,1759.45,76,703
2994,1611,A,1305.1,102,889
2994,1611,C,1901.97,81,861
2994,20109,B,1812.39,60,542
2994,31779,A,1257.24,140,1296
3002,3480,B,2.36,185,1847
3002,3480,D,0.04,75,645
3002,1611,A,2.04,156,1450
3002,1611,B,0.81,178,1907
3002,20109,A,0.98,140,1483
3002,20109,B,1.45,21,194
3002,31779,B,1.3,152,1620
3005,3480,A,2.46,52,466
3005,3480,B,4.65,145,1370
3005,1611,B,6.06,113,1025
3005,20109,A,7.91,30,291
3005,20109,B,0.09,55,501
3005,31779,A,5.23,172,1454
3005,31779,C,2.14,101,1005
3008,3480,B,2.52,105,1063
3008,20109,C,1.41,183,1619
3008,20109,D,9.88,1,10
3008,31779,A,10.66,48,445
3008,31779,D,13.99,49,454
3008,80212,C,15.68,147,1509
3009,3480,A,13.2,145,1269
3009,3480,B,2.08,18,153
3009,1611,A,2.18,83,739
3009,20109,A,11.45,46,417
3009,31779,B,12.87,135,1229
3009,31779,D,8.23,57,577
3009,80212,C,2.23,197,1839
3012,3480,A,17.19,32,345
3012,3480,B,10.24,131,1233
3012,3480,D,6.8,98,884
3012,1611,A,10.59,61,533
3012,1611,B,3.32,72,608
3012,20109,A,13.29,97,856
3012,31779,B,19.39,58,555
3012,31779,C,11.22,56,491
3012,31779,D,17.96,62,614
3012,80212,A,10.86,90,965
3012,80212,B,5.73,56,511
3012,80212,C,0.17,85,763
3012,80212,D,16.02,149,1607
3014,3480,A,19.05,139,1207
3014,3480,C,12.09,105,978
3014,1611,A,25.77,138,1339
3014,1611,B,0.45,172,1536
3014,1611,C,6.09,36,362
3014,1611,D,13.3,59,521
3014,31779,B,17.46,178,1844
3021,1611,B,15.34,66,608
3021,1611,C,29.24,91,889
3021,20109,C,29.14,15,140
3021,20109,D,27.25,157,1654
3021,31779,A,8.77,198,1984
3030,3480,A,27.86,149,1493
3030,3480,C,29.54,165,1570
3030,3480,D,19.89,107,965
3030,1611,A,29.23,127,1300
3030,1611,C,23.95,75,756
3030,1611,D,36.25,110,1174
3030,80212,C,26.99,108,1025
3051,3480,B,52.37,84,720
3051,20109,C,3.69,2,19
3051,31779,A,15.09,49,474
3051,80212,B,2.72,2,19
3051,80212,D,74.63,198,1840
3057,3480,B,112.07,148,1592
3057,3480,C,29.3,134,1396
3057,20109,B,50.66,104,1067
3057,20109,C,73.95,121,1176
3057,20109,D,24.22,10,87
3057,31779,A,112.64,104,899
3057,80212,A,47.72,15,141
3062,3480,B,3.54,178,1587
3062,3480,C,30.92,65,665
3062,3480,D,70.36,37,333
3062,20109,A,116.74,25,247
3062,20109,B,99.68,12,127
3062,20109,D,109.76,102,1067
3062,31779,A,120.72,139,1486
3062,31779,B,47.35,44,464
3062,80212,A,54.11,106,925
3062,80212,B,26.02,13,139
3062,80212,C,65.95,64,678
3068,3480,A,65.62,154,1557
3068,3480,C,25.93,154,1443
3068,1611,A,61.99,136,1175
3068,1611,C,21.99,43,418
3068,20109,A,89.6,9,82
3068,20109,C,85.64,122,1131
3068,31779,B,114.31,97,1006
3082,3480,C,63.5,52,528
3082,3480,D,149.49,43,434
3082,1611,C,136.22,105,1091
3082,20109,A,20.62,152,1555
3082,20109,B,103.56,52,487
3082,20109,C,95.57,6,62
3082,20109,D,13.1,73,699
3082,80212,A,24.57,188,1581
3082,80212,B,32.42,134,1333
3082,80212,D,60.65,125,1301
3084,3480,B,91.94,41,371
3084,1611,C,148.92,83,727
3084,20109,A,4.39,96,866
3084,20109,B,80.75,167,1670
3084,31779,A,134.83,117,997
3084,80212,B,38.83,151,1434
3084,80212,C,149.8,26,235
3084,80212,D,117.24,49,425
3085,1611,B,6.49,45,460
3085,20109,A,130.07,43,376
3085,20109,D,135.35,69,700
3085,31779,C,37.95,151,1326
3085,80212,B,13.21,70,590
3085,80212,D,104.24,164,1679
3086,3480,A,161.76,193,2030
3086,1611,A,143.18,193,1961
3086,31779,B,149.63,120,1259
3086,31779,C,94.93,12,121
3086,31779,D,46.04,195,2100
3086,80212,A,51.43,197,2108
3086,80212,C,137.45,101,886
3086,80212,D,90.22,115,1026
3088,3480,A,163.82,141,1491
3088,3480,C,171.5,136,1303
3088,1611,A,152.43,99,1044
3088,1611,C,126.41,192,1886
3088,31779,A,41.95,23,201
3088,80212,A,82.31,195,2031
3088,80212,C,77.22,25,266
3091,1611,A,137.45,80,785
3091,1611,B,65.04,188,1737
3091,20109,B,56.72,1,9
3091,31779,C,162.09,87,912
3091,80212,A,180.73,144,1276
3091,80212,B,6.75,13,125
3091,80212,D,38.83,77,672
3094,3480,A,171.27,145,1521
3094,3480,C,172.43,71,619
3094,20109,A,83.87,16,141
3094,20109,B,102.13,11,96
3094,20109,C,172.17,33,313
3094,20109,D,98.6,190,1711
3094,31779,A,38.99,12,127
3094,31779,B,152.82,18,169
3094,80212,B,112.58,153,1451
3094,80212,C,35.7,116,1082
3094,80212,D,98.4,173,1644
3103,1611,A,59.27,40,365
3103,1611,C,20.81,130,1203
3103,20109,B,187.02,188,1767
3103,20109,C,171.95,75,805
3103,31779,B,82.24,84,886
3103,80212,D,55.52,144,1265
3116,3480,B,123.59,115,1168
3116,20109,A,83.85,15,141
3116,31779,C,7.18,143,1310
3116,80212,A,21.43,60,589
3117,3480,C,93.2,39,359
3117,3480,D,101.25,87,830
3117,1611,C,191.8,59,500
3117,20109,A,91.68,164,1511
3117,20109,B,179.56,62,632
3117,31779,C,203.46,96,943
3117,80212,A,84.81,135,1224
3122,3480,A,200.31,29,282
3122,3480,D,219.77,35,320
3122,1611,B,144.56,7,65
3122,20109,B,64.01,195,1828
3122,31779,B,151.41,28,245
3122,31779,C,98.82,74,776
3122,80212,A,192.29,30,321
3126,3480,B,150.35,38,339
3126,3480,C,224.73,150,1397
3126,1611,B,56.02,34,297
3126,20109,A,134.67,123,1112
3126,20109,B,78.7,50,504
3126,80212,B,179.13,117,1024
3126,80212,D,154.24,78,786
3128,20109,A,104.9,19,182
3128,20109,B,240.08,12,108
3128,20109,C,229.23,143,1273
3128,31779,A,35.23,19,204
3128,31779,D,144.41,113,1202
3128,80212,A,44.16,140,1326
3128,80212,B,32.61,70,741
3129,3480,C,90.45,85,883
3129,1611,B,226.37,4,38
3129,20109,A,257.99,53,521
3129,20109,C,156.04,145,1334
3129,80212,B,72.94,131,1415
3129,80212,D,190.36,39,405
3133,3480,C,119.39,172,1831
3133,1611,B,169.52,167,1576
3133,1611,D,189.89,147,1291
3133,20109,B,229,180,1927
3133,31779,B,224,135,1401
3133,31779,D,71.56,115,1010
3133,80212,B,256.09,35,299
3133,80212,C,119,16,166
3145,3480,B,129.01,5,53
3145,3480,C,206.63,196,2094
3145,1611,B,176.42,61,611
3145,20109,C,170.62,145,1298
3145,31779,A,84.14,165,1651
3145,31779,B,85.12,160,1711
3145,80212,C,228.69,22,213
3146,1611,B,178.79,156,1488
3146,1611,C,217.86,178,1710
3146,20109,A,34.37,187,1911
3146,20109,B,280.6,49,462
3146,20109,C,275.92,199,1791
3146,20109,D,213.39,44,461
3146,80212,C,138.99,89,871
3146,80212,D,289.81,161,1368
3149,20109,A,131.32,79,807
3149,20109,B,69.23,24,203
3149,20109,C,284.78,120,1287
3149,20109,D,229.16,168,1710
3149,80212,B,94.43,167,1763
3149,80212,D,163.41,72,745
3150,3480,B,190.98,15,161
3150,3480,C,65.28,122,1191
3150,3480,D,273.03,84,868
3150,1611,A,194.88,175,1783
3150,1611,B,257.64,175,1535
3150,20109,B,187.65,141,1513
3150,80212,A,142.75,174,1785
3160,3480,B,92.98,49,487
3160,3480,C,314.93,137,1214
3160,3480,D,5.36,120,1205
3160,1611,A,93.65,114,1188
3160,20109,A,27.74,82,831
3160,20109,B,98.16,30,266
3160,80212,A,257.95,94,837
3179,3480,A,118.82,37,356
3179,3480,B,192.31,193,1981
3179,1611,B,253.72,135,1285
3179,20109,A,57.05,71,643
3179,20109,B,208.42,15,162
3179,20109,D,308.4,172,1577
3179,31779,B,276.56,133,1187
3180,3480,B,167.71,157,1528
3180,3480,C,87.6,147,1289
3180,1611,A,92.37,39,370
3180,20109,B,11,186,1965
3180,31779,C,108.7,82,857
3180,80212,A,230.65,2,19
3180,80212,C,52.19,35,335
3180,80212,D,191.3,177,1488
3186,1611,A,350.6,125,1255
3186,1611,B,305.03,14,135
3186,1611,C,353.74,164,1609
3186,20109,C,156.47,95,885
3186,31779,B,46.83,90,797
3186,80212,A,19.93,151,1468
3186,80212,B,222.71,132,1308
3194,1611,C,59.66,169,1712
3194,1611,D,280.46,150,1360
3194,20109,C,76.78,185,1971
3194,31779,A,66.11,168,1776
3194,31779,B,11.75,132,1163
3194,80212,A,322.95,26,268
3194,80212,C,130.17,127,1339
3202,3480,A,258.85,62,604
3202,3480,B,112,19,184
3202,3480,C,9.26,7,75
3202,3480,D,72,58,587
3202,20109,B,354.07,48,437
3202,80212,C,79.03,141,1207
3206,3480,A,28.61,188,1639
3206,3480,C,66.55,123,1041
3206,3480,D,272.76,105,1052
3206,20109,B,175.76,126,1349
3206,20109,C,403.25,81,753
3206,31779,A,351.13,149,1314
3206,31779,C,364.53,98,958
3206,31779,D,290.19,64,649
3206,80212,A,295.99,68,710
3206,80212,D,392.43,143,1490
3214,3480,A,21.73,69,659
3214,3480,C,422.75,17,171
3214,3480,D,162.43,58,617
3214,1611,B,219.45,4,36
3214,31779,B,202.45,111,1062
3214,31779,C,1.42,80,685
3214,80212,C,419.35,194,1879
3223,3480,B,330.4,0,0
3223,3480,C,225.16,59,610
3223,1611,A,154.84,113,1150
3223,1611,B,388.45,13,126
3223,20109,B,277.48,118,1155
3223,31779,A,115.16,179,1879
3223,31779,D,113.58,119,1101
3223,80212,C,234.43,39,414
3227,3480,C,314.49,81,754
3227,1611,B,2.17,170,1762
3227,1611,C,115.67,49,421
3227,20109,A,316.14,108,924
3227,20109,B,452.13,162,1464
3227,20109,C,52.27,136,1337
3227,20109,D,81.91,170,1489
3227,80212,A,393.28,121,1158
3242,3480,C,202.93,28,251
3242,3480,D,85.71,185,1667
3242,1611,A,246.56,141,1455
3242,1611,B,205.58,62,566
3242,20109,B,105.57,82,761
3242,20109,C,254.22,99,924
3242,20109,D,168.85,84,720
3242,31779,B,438.3,101,1023
3242,80212,A,480.86,13,125
3242,80212,B,206.91,84,824
3242,80212,D,7.23,125,1052
3245,3480,B,66,110,1071
3245,3480,C,69.12,74,755
3245,3480,D,31.71,67,681
3245,20109,A,54.98,169,1473
3245,20109,B,242.47,191,1666
3245,20109,C,219.99,164,1500
3245,31779,B,441.68,68,633
3246,3480,A,288.58,153,1396
3246,1611,A,73.71,183,1601
3246,1611,B,327.79,156,1333
3246,1611,C,473.06,164,1668
3246,1611,D,217.85,124,1048
3246,20109,A,289.4,89,862
3246,20109,B,121.95,92,952
3246,20109,C,76.56,142,1329
3246,31779,A,320.72,68,575
3246,31779,B,382.2,49,440
3246,31779,C,462.52,17,163
3246,80212,A,3.55,53,554
3246,80212,B,179.28,50,447
3248,1611,B,17.6,129,1374
3248,1611,D,441.76,130,1287
3248,31779,C,199.96,182,1561
3248,80212,B,312.72,77,759
3248,80212,C,377.7,38,341
3254,3480,B,71.69,133,1125
3254,3480,D,143.64,97,906
3254,1611,B,321.44,2,21
3254,20109,A,398.24,47,445
3254,80212,C,5.44,140,1332
3272,3480,B,203.01,199,1757
3272,3480,C,4.47,39,379
3272,1611,C,498.02,129,1318
3272,20109,A,343.76,178,1523
3272,31779,A,112.65,52,477
3272,80212,A,304.12,73,629
3272,80212,B,116.67,42,427
3273,20109,B,539.28,125,1109
3273,31779,C,436.46,190,1651
3273,80212,A,44.81,142,1458
3273,80212,B,350.45,45,483
3287,3480,B,144.95,13,131
3287,3480,C,395.93,149,1507
3287,1611,B,287.21,83,874
3287,1611,D,556.53,73,745
3287,20109,A,230.41,159,1349
3287,31779,B,425.61,12,114
3287,80212,C,295.78,126,1114
3294,3480,A,382.97,72,622
3294,3480,C,191.84,16,142
3294,1611,A,400.17,46,443
3294,1611,C,214.7,183,1553
3294,20109,C,169.44,166,1729
3294,31779,A,533.75,32,332
3294,31779,B,346.77,160,1630
3294,31779,D,230.6,53,534
3294,80212,B,566.61,47,440
3294,80212,C,222.16,133,1188
3294,80212,D,17.11,58,528
3299,3480,A,39,74,717
3299,3480,B,519.03,62,608
3299,1611,A,428.99,200,2131
3299,20109,A,429.83,67,568
3299,20109,B,591.23,129,1153
3299,31779,B,162.59,71,602
3299,80212,A,591.26,2,20
3314,3480,A,298.3,98,906
3314,3480,B,50.45,147,1518
3314,3480,D,621.78,51,489
3314,1611,B,187.6,121,1243
3314,1611,C,482.61,191,1915
3314,20109,A,332.79,24,218
3314,20109,D,157.5,46,438
3314,31779,A,396.3,67,718
3314,80212,A,501.05,67,563
3314,80212,B,69.75,193,1912
3318,3480,A,320.12,188,1954
3318,3480,C,364.18,12,103
3318,3480,D,587.64,101,857
3318,20109,C,241.34,186,1643
3318,20109,D,224.51,65,698
3318,31779,A,169.54,103,994
3318,80212,C,163.28,87,751
3339,3480,B,75.98,63,560
3339,3480,D,492.24,64,664
3339,1611,A,333.55,80,842
3339,31779,B,214.77,172,1589
3339,31779,C,577.93,133,1306
3339,31779,D,300.33,85,842
3339,80212,B,318.96,79,724
3343,3480,A,208.81,170,1633
3343,3480,D,348.94,31,317
3343,20109,A,121.91,31,267
3343,20109,B,362.9,113,1106
3343,20109,C,587.56,152,1392
3343,31779,B,250.84,194,2084
3343,31779,D,145.84,2,19
3348,3480,A,453.61,98,918
3348,3480,B,394.45,118,1175
3348,3480,C,388.09,144,1541
3348,1611,C,631.38,6,55
3348,20109,A,353.22,123,1221
3348,20109,C,209.59,72,616
3348,31779,B,261.05,66,647
3350,3480,C,528.1,24,259
3350,1611,A,255.36,11,108
3350,1611,C,199.95,40,398
3350,31779,C,103.91,102,1029
3351,3480,A,257.23,46,416
3351,3480,B,662.79,155,1519
3351,3480,C,373.07,50,519
3351,1611,A,434.33,143,1434
3351,20109,C,11.92,22,229
3351,80212,A,29.56,188,2004
3351,80212,D,319.37,117,1149
3356,3480,C,107.53,87,901
3356,1611,A,531.64,63,542
3356,1611,C,216.22,141,1413
3356,1611,D,600.69,198,1793
3356,20109,A,83.07,116,1123
3356,20109,C,369.1,39,360
3356,80212,B,21.24,131,1411
3357,3480,A,622.72,93,835
3357,1611,C,594.66,1,11
3357,20109,A,679.9,57,563
3357,20109,C,649.94,56,530
3357,31779,A,699.37,180,1908
3357,31779,B,74.53,31,266
3357,80212,A,574.55,190,1706
3357,80212,B,317.07,174,1663
3359,3480,B,326.2,92,914
3359,3480,C,614.72,133,1311
3359,3480,D,521.96,50,530
3359,1611,A,246.91,80,848
3359,1611,B,123.02,112,960
3359,1611,D,642.24,77,771
3359,31779,B,309.85,12,109
3359,31779,C,294.1,7,67
3359,80212,A,466.39,46,415
3359,80212,B,171.91,12,120
3370,3480,B,697.61,121,1234
3370,3480,C,157.93,200,2135
3370,3480,D,596.98,63,597
3370,1611,A,480.19,63,530
3370,1611,B,474.61,88,886
3370,1611,C,600.62,131,1355
3370,20109,B,222.98,123,1224
3370,20109,C,449.12,200,1971
3370,20109,D,614.15,81,778
3370,31779,B,274.79,94,886
3370,31779,D,491.38,160,1582
3370,80212,A,522.26,73,665
3370,80212,B,627.7,138,1383
3370,80212,C,556.95,116,1179
3370,80212,D,525.84,46,472
3373,3480,B,705.52,148,1299
3373,3480,C,40.17,56,604
3373,3480,D,718.68,115,1025
3373,1611,C,504.44,61,634
3373,20109,C,741.76,21,216
3373,20109,D,413.4,115,1087
3373,31779,A,454.52,61,528
3373,31779,B,12.46,188,1731
3373,80212,A,462.4,14,136
3373,80212,B,479.3,177,1653
3373,80212,D,671.11,71,758
3377,1611,C,429.12,85,737
3377,20109,B,527.41,35,350
3377,20109,D,532.76,118,1045
3377,31779,A,219.08,134,1415
3377,31779,C,208.66,71,642
3377,80212,B,661.46,137,1304
3377,80212,C,475.09,124,1135
3377,80212,D,535.05,71,619
3387,3480,A,403.92,165,1465
3387,3480,B,526.37,110,980
3387,3480,D,458.83,134,1244
3387,1611,B,7.85,138,1308
3387,1611,C,716.14,140,1223
3387,1611,D,115.98,56,556
3387,20109,B,344.99,199,1753
3387,20109,C,262.2,166,1788
3387,31779,A,156.24,191,1752
3387,31779,B,677.5,17,149
3387,80212,B,297.72,100,961
3387,80212,C,99.03,159,1715
3397,3480,B,605.72,84,779
3397,3480,C,540.32,79,764
3397,3480,D,470.01,89,897
3397,1611,A,666.01,181,1623
3397,1611,C,69.94,139,1199
3397,20109,A,136.95,112,1014
3397,31779,A,144.79,97,837
3397,80212,A,190.53,100,959
3397,80212,B,126.05,123,1158
3397,80212,C,345.26,190,1852
3397,80212,D,321.25,98,999
3407,3480,A,572.97,142,1304
3407,1611,A,708.04,28,246
3407,20109,B,659.5,168,1545
3407,31779,A,293.69,8,70
3407,31779,B,773.57,168,1531
3407,31779,D,61.9,29,281
3407,80212,A,778.8,60,537
3408,3480,B,41.45,17,149
3408,3480,D,637.44,1,10
3408,1611,A,518.66,181,1689
3408,1611,C,161.53,85,894
3408,20109,A,412.64,98,923
3408,20109,C,738.11,153,1367
3408,31779,B,770.04,181,1668
3408,31779,C,412.43,109,1124
3417,3480,A,194.4,23,236
3417,3480,C,513.7,7,60
3417,1611,C,93.72,195,2024
3417,1611,D,16.43,43,369
3417,20109,C,811.2,95,852
3417,31779,C,358.79,107,1043
3417,80212,A,383.76,55,510
3421,3480,A,525.73,172,1658
3421,1611,A,43.01,151,1602
3421,1611,B,789.02,187,1813
3421,31779,A,161.99,13,129
3421,80212,B,19.23,64,691
3421,80212,C,560.3,86,834
3421,80212,D,208.16,68,731
3422,3480,A,843.45,155,1516
3422,3480,B,750.49,84,898
3422,3480,C,535.74,193,1883
3422,1611,A,73.16,180,1662
3422,1611,B,357.26,108,1106
3422,1611,C,646.16,11,107
3422,1611,D,117.3,191,1727
3422,20109,A,420.37,26,237
3422,31779,A,339.9,123,1157
3422,31779,B,284.21,189,1859
3422,31779,C,155.25,176,1802
3422,31779,D,250.6,186,1888
3422,80212,A,509.25,197,1935
3422,80212,C,205.03,129,1293
3425,3480,A,456.36,148,1327
3425,1611,A,149.96,127,1309
3425,20109,A,421.62,165,1463
3425,31779,C,43.97,163,1708
3425,80212,A,546.03,2,20
3425,80212,B,400.83,17,174
3425,80212,C,763.33,197,2011
3428,3480,A,731.17,119,1123
3428,3480,C,455.7,57,526
3428,1611,C,208.65,70,607
3428,20109,C,485.9,83,739
3428,20109,D,804.78,7,66
3428,80212,A,54.79,48,413
3435,3480,C,490.78,12,110
3435,1611,A,674.4,111,1039
3435,1611,B,685.17,153,1324
3435,20109,B,492.51,49,462
3435,20109,D,243.49,182,1695
3435,31779,B,56.69,107,947
3435,31779,C,352.14,15,151
3443,3480,A,751.53,178,1529
3443,3480,D,556.51,110,1152
3443,1611,A,692.07,115,1208
3443,31779,B,486.37,63,647
3443,31779,C,739.69,141,1227
3443,31779,D,376.78,3,31
3446,3480,B,196.65,161,1712
3446,1611,B,198.41,115,996
3446,1611,D,478.26,29,302
3446,20109,B,414.48,65,680
3446,20109,C,747.03,42,378
3446,31779,B,25.09,129,1198
3446,80212,C,671.43,13,134
3450,3480,A,282.85,185,1847
3450,3480,B,85.48,99,1066
3450,3480,C,551.56,58,617
3450,3480,D,281.7,175,1518
3450,1611,A,631.56,191,1858
3450,1611,C,868.41,167,1423
3450,1611,D,224.06,111,1035
3450,20109,A,897.68,125,1118
3450,20109,B,620.88,54,502
3450,20109,C,651.19,154,1456
3450,31779,A,656.76,131,1329
3450,31779,B,625.83,35,295
3450,31779,C,374.51,169,1434
3450,80212,A,471.95,78,837
3450,80212,B,881.3,92,945
3453,3480,B,241.44,33,332
3453,3480,C,500.91,66,643
3453,1611,B,225.62,100,860
3453,20109,B,288.65,96,819
3453,20109,C,9.12,122,1239
3453,80212,C,152.23,90,766
3453,80212,D,524.14,195,1909
3455,1611,B,272.28,186,1932
3455,1611,C,384.92,141,1324
3455,31779,C,319.97,107,1122
3455,80212,A,758.04,47,402
3455,80212,B,288.95,86,806
3455,80212,D,461.11,3,30
3456,20109,C,835.62,171,1492
3456,31779,A,735.56,146,1426
3456,31779,B,737.31,150,1468
3456,31779,D,60.78,130,1166
3456,80212,A,165.76,157,1522
3456,80212,B,757.46,142,1330
3456,80212,D,467.9,41,391
3461,3480,C,418.76,184,1803
3461,1611,A,878.79,65,574
3461,1611,B,704.3,101,1022
3461,1611,C,455.16,161,1452
3461,20109,A,552.06,57,485
3461,31779,C,798.69,182,1549
3461,80212,A,164.03,22,194
3469,3480,B,479.18,2,17
3469,3480,D,213.86,50,465
3469,1611,A,340.29,22,223
3469,1611,B,792,9,77
3469,1611,C,841.74,135,1312
3469,80212,A,700.75,71,610
3469,80212,B,896.87,36,361
3471,1611,B,602.56,166,1423
3471,1611,C,887.17,2,21
3471,31779,A,720.72,74,769
3471,31779,B,505.6,45,382
3471,31779,D,420.13,149,1590
3471,80212,B,919.61,171,1455
3471,80212,D,418.84,110,1023
3478,3480,A,414.18,90,842
3478,3480,B,203.05,191,1655
3478,3480,C,837.85,154,1373
3478,3480,D,710.98,117,993
3478,1611,B,573.98,98,828
3478,1611,C,373.61,63,540
3478,1611,D,227.81,124,1229
3478,20109,A,930.04,65,663
3478,20109,B,307.55,120,1067
3478,20109,D,792.95,70,680
3478,31779,A,721.66,153,1640
3478,31779,C,313.74,181,1879
3478,80212,A,382.72,21,205
3478,80212,B,314.28,85,865
3478,80212,D,222.2,197,2067
3479,1611,C,680.29,50,431
3479,20109,B,136.54,75,729
3479,31779,A,763.29,173,1868
3479,31779,D,423.2,5,51
3479,80212,B,109.41,118,1090
3479,80212,D,121.26,18,157
3483,1611,A,650.67,90,816
3483,1611,C,454.35,37,321
3483,20109,C,665.86,150,1415
3483,31779,B,505.11,188,2029
3483,31779,D,742.79,52,544
3483,80212,B,42.58,32,293
3483,80212,C,930.16,16,172
3484,3480,A,958.59,149,1503
3484,1611,A,546.33,58,583
3484,20109,A,114.2,60,571
3484,20109,B,919.54,5,43
3484,31779,A,310.74,155,1405
3484,31779,C,685.1,65,686
3484,31779,D,916.02,137,1268
3497,3480,B,521.17,104,959
3497,3480,C,413.05,111,1104
3497,1611,D,924.43,174,1572
3497,80212,B,73.8,8,86
3497,80212,C,19.15,176,1641
3507,3480,A,20.86,130,1224
3507,1611,B,183.85,156,1337
